# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
cedA	KP1_2271	BAH62960	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
celB	KP1_2264	BAH62953	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
celC	KP1_2265	BAH62954	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
celD	KP1_2266	BAH62955	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
celF	KP1_2267	BAH62956	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
chaA	KP1_3343	BAH63958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
chaB	KP1_3342	BAH63957	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
chaC	KP1_3341	BAH63956	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cirA	KP1_3820	BAH64387	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
coaD	KP1_5326	BAH65754	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cobD	KP1_4493	BAH64999	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
codB	KP1_1584	BAH62333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
cof	KP1_1279	BAH62062	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
crp	KP1_5071	BAH65518	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
crr	KP1_4012	BAH64558	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cse1	KP1_3170	BAH63798	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
csiE	KP1_4121	BAH64663	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
cysA	KP1_4018	BAH64564	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
cysB	KP1_2312	BAH62999	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cysM	KP1_4017	BAH64563	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
cysP	KP1_4021	BAH64567	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cysT	KP1_4020	BAH64566	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
cysW	KP1_4019	BAH64565	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dadA	KP1_3432	BAH64035	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dctA	KP1_5219	BAH65654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
degQ	KP1_4946	BAH65408	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
dfp	KP1_5331	BAH65759	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
dgkA	KP1_0282	BAH61181	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dinF	KP1_0284	BAH61183	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
dkgB	KP1_1065	BAH61866	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
dksA	KP1_0973	BAH61791	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
dnaC	KP1_0770	BAH61611	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dnaG	KP1_4765	BAH65246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
dnaQ	KP1_1074	BAH61875	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dnaT	KP1_0771	BAH61612	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dsdA	KP1_5458	BAH65869	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
dsdC	KP1_5456	BAH65867	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
dsdX	KP1_5457	BAH65868	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
dut	KP1_5332	BAH65760	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
eda	KP1_3494	BAH64094	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
edd	KP1_3495	BAH64095	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ego	KP1_4804	BAH65281	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
eitD	KP1_3250	BAH63872	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
elsA	KP1_1754	BAH62491	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
emrD	KP1_5455	BAH65866	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
entF	KP1_1550	BAH62303	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
envR	KP1_4990	BAH65448	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
exbB	KP1_4704	BAH65192	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
exbD	KP1_4703	BAH65191	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
exoX	KP1_3488	BAH64089	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fadE	KP1_1078	BAH61879	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fadH	KP1_4808	BAH65285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fbaB	KP1_3767	BAH64338	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fdnG	KP1_2931	BAH63576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fdx	KP1_4109	BAH64651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
feaR	KP1_2464	BAH63141	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fecB	KP1_3247	BAH63869	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fecD	KP1_3248	BAH63870	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fecE	KP1_3249	BAH63871	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fepA	KP1_1547	BAH62300	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
fepC	KP1_1551	BAH62304	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
fepD	KP1_1553	BAH62306	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
fepG	KP1_1552	BAH62305	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
fes	KP1_1548	BAH62301	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ffh	KP1_4189	BAH64725	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fhlA	KP1_4336	BAH64857	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
fimA	KP1_4571	BAH65070	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fimB	KP1_4567	BAH65067	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fimC	KP1_4573	BAH65072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fimD	KP1_4574	BAH65073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fimE	KP1_4569	BAH65068	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fimF	KP1_4575	BAH65074	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fimI	KP1_4572	BAH65071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fis	KP1_4989	BAH65447	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fldA	KP1_1660	BAH62403	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
folE	KP1_3818	BAH64385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
frnA	KP1_2917	BAH63563	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
frnB	KP1_2918	BAH63564	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
frnC	KP1_2919	BAH63565	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fruA	KP1_3827	BAH64392	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fruB	KP1_3829	BAH64394	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fruB	KP1_4850	BAH65323	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fruK	KP1_3828	BAH64393	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
fumB	KP1_2562	BAH63231	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
fusA	KP1_3674	BAH64259	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
fyuA	KP1_3593	BAH64186	protein_coding	0	1	0	13	0	0	0	8	0	0	0	0	0	0	0	1	5
galS	KP1_3816	BAH64383	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gapA	KP1_2510	BAH63184	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gatA	KP1_4852	BAH65325	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gatB	KP1_4853	BAH65326	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gatC	KP1_4854	BAH65327	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
gatD	KP1_4855	BAH65328	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0
gatZ	KP1_4851	BAH65324	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gcl	KP1_1361	BAH62135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gcvH	KP1_4626	BAH65120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gcvP	KP1_4625	BAH65119	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gcvT	KP1_4628	BAH65121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gdhA	KP1_2238	BAH62932	protein_coding	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	2
glnK	KP1_1285	BAH62067	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
gloB	KP1_1071	BAH61872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glpF	KP1_5368	BAH65791	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
glpK	KP1_5370	BAH65792	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gltA	KP1_1682	BAH62425	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gltB	KP1_4936	BAH65399	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gltD	KP1_4937	BAH65400	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
gltS	KP1_5371	BAH65793	protein_coding	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
glxR	KP1_1363	BAH62137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
glyA	KP1_4130	BAH64671	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
hcaE	KP1_2937	BAH63581	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
hcaE	KP1_2938	BAH63582	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
hcaF	KP1_2936	BAH63580	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hcaT	KP1_4122	BAH64664	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
hemG	KP1_0207	BAH61113	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0
hemK	KP1_3348	BAH63962	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
hisB	KP1_3683	BAH64267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisC	KP1_3681	BAH64266	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisD	KP1_3680	BAH64265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisG	KP1_3679	BAH64264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hisS	KP1_4094	BAH64638	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hmsS	KP1_0380	BAH61268	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
holE	KP1_3487	BAH64088	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
hpaG1	KP1_0743	BAH61587	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hpaG2	KP1_0742	BAH61586	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hpaR	KP1_0745	BAH61589	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
hrpA	KP1_2487	BAH63163	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
hrpB	KP1_0976	BAH61794	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hscA	KP1_4110	BAH64652	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hscB	KP1_4111	BAH64653	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
hslJ	KP1_2457	BAH63134	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hycA	KP1_4329	BAH64851	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
hycB	KP1_4328	BAH64850	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
hycC	KP1_4327	BAH64849	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
hycD	KP1_4326	BAH64848	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hycE	KP1_4325	BAH64847	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
hycF	KP1_4323	BAH64846	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hycG	KP1_4322	BAH64845	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hycH	KP1_4321	BAH64844	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hyi	KP1_1362	BAH62136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
hypA	KP1_4330	BAH64852	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
hypB	KP1_4332	BAH64853	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
hypC	KP1_4333	BAH64854	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
hypD	KP1_4334	BAH64855	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
ibpA	KP1_5468	BAH65879	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ibpB	KP1_5467	BAH65878	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
icdA	KP1_2146	BAH62852	protein_coding	0	2	3	63	0	0	0	63	0	3	0	0	0	0	0	2	0
ilvB	KP1_5449	BAH65861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ilvN	KP1_5448	BAH65860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
int	KP1_3581	BAH64175	protein_coding	0	0	0	58	0	0	0	58	0	0	0	0	0	0	0	0	0
iroB	KP1_3611	BAH64200	protein_coding	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	21
iroC	KP1_3612	BAH64201	protein_coding	0	0	0	45	0	0	0	24	0	0	0	0	0	0	0	0	21
iroD	KP1_3613	BAH64202	protein_coding	0	0	0	24	0	0	0	24	0	0	0	0	0	0	0	0	0
iroN	KP1_2278	BAH62967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
iroN	KP1_3609	BAH64199	protein_coding	0	0	0	22	0	0	0	22	0	0	0	0	0	0	0	0	0
irp1	KP1_3589	BAH64182	protein_coding	0	45	30	10	0	0	0	4	0	30	0	0	0	0	0	45	6
irp2	KP1_3588	BAH64181	protein_coding	0	9	4	76	0	0	0	33	0	4	0	0	0	0	0	9	43
iscA	KP1_4112	BAH64654	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
iscR	KP1_4115	BAH64657	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
iscS	KP1_4114	BAH64656	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ispG	KP1_4095	BAH64639	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ispZ	KP1_2279	BAH62968	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
isrN	EBG00001269652	EBT00001802012	sRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
isrN	EBG00001269755	EBT00001801889	sRNA	0	0	0	11	0	0	0	7	0	0	3	0	0	0	0	0	1
istR	EBG00001269633	EBT00001802055		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ivbL	KP1_5450	BAH65862	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
katE	KP1_2269	BAH62958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
katE	KP1_2270	BAH62959	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
kdpB	KP1_1669	BAH62412	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
kdpC	KP1_1668	BAH62411	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
kdpD	KP1_1667	BAH62410	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
kdpE	KP1_1666	BAH62409	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
kdsA	KP1_3345	BAH63959	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
kdsB	KP1_1918	BAH62641	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
kduD	KP1_2274	BAH62963	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
kefB	KP1_5064	BAH65511	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
khe	KP1_0289	BAH61188	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ldcA	KP1_3429	BAH64032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ldhA	KP1_2458	BAH63135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
lexA	KP1_0283	BAH61182	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ligT	KP1_0975	BAH61793	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
livF	KP1_3402	BAH64009	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
lpxK	KP1_1915	BAH62638	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
lysP	KP1_3821	BAH64388	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mdlA	KP1_1282	BAH62065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mdlB	KP1_1283	BAH62066	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
mdoB	KP1_0767	BAH61609	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
metB	KP1_4685	BAH65175	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
metC	KP1_4707	BAH65194	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mexE	KP1_4204	BAH64739	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mexF	KP1_4205	BAH64740	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
mfd	KP1_2106	BAH62816	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mglB	KP1_3815	BAH64382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mlc	KP1_2597	BAH63263	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mltD	KP1_1070	BAH61871	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mltE	KP1_3428	BAH64031	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
moaB	KP1_1765	BAH62500	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
moaC	KP1_1766	BAH62501	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
moaD	KP1_1767	BAH62502	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
moaE	KP1_1768	BAH62503	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
mobA	KP1_0017	BAH60939	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mobB	KP1_0016	BAH60938	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mobB	KP1_3641	BAH64226	protein_coding	0	0	0	14	0	0	0	12	0	0	0	0	0	0	0	0	2
mobC	KP1_3642	BAH64227	protein_coding	0	5	5	3	0	0	0	2	0	5	0	0	0	0	0	5	1
modB	KP1_1722	BAH62460	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
modC	KP1_1723	BAH62461	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
mrkC	KP1_4558	BAH65059	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mrkD	KP1_4557	BAH65058	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mrkF	KP1_4555	BAH65057	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
msbA	KP1_1914	BAH62637	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mtnA	KP1_1577	BAH62326	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mtnB	KP1_1585	BAH62334	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mtnK	KP1_1575	BAH62325	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mukB	KP1_1924	BAH62647	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1
mukE	KP1_1923	BAH62646	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1
mukF	KP1_1922	BAH62645	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
murB	KP1_0209	BAH61114	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
mutM	KP1_5327	BAH65755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
mutS	KP1_4363	BAH64881	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mviM	KP1_2069	BAH62782	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
mviN	KP1_2070	BAH62783	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
nadA	KP1_1706	BAH62446	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
nanE	KP1_4938	BAH65401	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
narG	KP1_3325	BAH63941	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
narK	KP1_3327	BAH63943	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
narL	KP1_3329	BAH63945	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
narU	KP1_2945	BAH63589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
narV	KP1_2949	BAH63593	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
narX	KP1_3328	BAH63944	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
narZ	KP1_2946	BAH63590	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
nasD	KP1_3333	BAH63949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
nasE	KP1_3334	BAH63950	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
nasF	KP1_3335	BAH63951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ndh	KP1_2098	BAH62809	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ndk	KP1_4100	BAH64643	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
nei	KP1_1681	BAH62424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
nfo	KP1_3825	BAH64391	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
nhoA	KP1_2950	BAH63594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
nlpC	KP1_3268	BAH63888	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
nlpD	KP1_4374	BAH64891	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
nudG	KP1_2239	BAH62933	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	2
nupC	KP1_2034	BAH62750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
